Loyalty Number,Total Flights,Total Distance,Total Points Earned,Total Points Redeemed,Active Months,Avg Flights per Active Month,Redemption Ratio,Avg Distance per Flight,Enrollment Year,Enrollment Month,Loyalty Tenure (Months),Last Flight Date,Months Since Last Flight,Churn,At Risk
112026,56,99150,99150.0,989,12.0,4.666666666666667,0.009974785678265255,1770.5357142857142,2014,1,59,2018-12-01,0.0,0,0
112142,39,56357,56357.0,979,10.0,3.9,0.017371400180989052,1445.051282051282,2015,7,41,2018-04-01,8.0,0,1
112226,38,70245,70245.0,1351,10.0,3.8,0.019232685600398605,1848.5526315789473,2014,1,59,2018-12-01,0.0,0,0
112393,48,80936,80936.0,2163,11.0,4.363636363636363,0.026724819610556488,1686.1666666666667,2014,2,58,2018-12-01,0.0,0,0
112522,50,69086,103629.0,0,9.0,5.555555555555555,0.0,1381.72,2018,2,10,2018-12-01,0.0,0,0
112632,47,76426,76426.0,676,9.0,5.222222222222222,0.008845157407165101,1626.0851063829787,2018,12,0,2018-12-01,0.0,0,0
112661,10,9526,9526.0,597,4.0,2.5,0.06267058576527398,952.6,2013,8,64,2017-05-01,19.0,1,1
112678,29,50550,50550.0,1621,8.0,3.625,0.03206726013847676,1743.103448275862,2014,10,50,2018-10-01,2.0,0,0
112709,36,58414,58414.0,0,10.0,3.6,0.0,1622.611111111111,2016,9,27,2018-12-01,0.0,0,0
112732,37,65331,65331.0,1154,11.0,3.3636363636363638,0.01766389615955672,1765.7027027027027,2016,7,29,2018-11-01,1.0,0,0
112733,46,55364,55364.0,0,10.0,4.6,0.0,1203.5652173913043,2013,1,71,2018-12-01,0.0,0,0
112797,0,0,0.0,0,,,0.0,0.0,2014,7,53,,,1,0
112842,32,60931,60931.0,1223,9.0,3.5555555555555554,0.020071884590766604,1904.09375,2016,11,25,2018-12-01,0.0,0,0
112856,42,68536,68536.0,2105,11.0,3.8181818181818183,0.03071378545581884,1631.8095238095239,2014,6,54,2018-12-01,0.0,0,0
112863,40,56146,56146.0,1646,11.0,3.6363636363636362,0.02931642503473088,1403.65,2016,7,29,2018-12-01,0.0,0,0
112894,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
113040,29,55322,55322.0,0,9.0,3.2222222222222223,0.0,1907.655172413793,2013,1,71,2018-12-01,0.0,0,0
113184,13,17942,17942.0,0,4.0,3.25,0.0,1380.1538461538462,2018,8,4,2018-12-01,0.0,0,0
113220,36,53362,53362.0,1732,10.0,3.6,0.03245755406469023,1482.2777777777778,2012,12,72,2018-11-01,1.0,0,0
113293,9,11095,11095.0,0,4.0,2.25,0.0,1232.7777777777778,2017,11,13,2018-12-01,0.0,0,0
113316,15,26262,26262.0,562,5.0,3.0,0.02139974107074861,1750.8,2017,12,12,2018-08-01,4.0,1,0
113363,22,43708,43708.0,0,8.0,2.75,0.0,1986.7272727272727,2017,9,15,2018-11-01,1.0,0,0
113442,5,9571,9571.0,0,2.0,2.5,0.0,1914.2,2018,9,3,2018-11-01,1.0,0,0
113476,48,76252,76252.0,574,12.0,4.0,0.007527671405340188,1588.5833333333333,2013,5,67,2018-12-01,0.0,0,0
113529,6,13405,13405.0,0,3.0,2.0,0.0,2234.1666666666665,2018,6,6,2018-12-01,0.0,0,0
113558,32,40426,40426.0,1662,11.0,2.909090909090909,0.04111215554346213,1263.3125,2015,7,41,2018-12-01,0.0,0,0
113578,3,1799,1799.0,0,2.0,1.5,0.0,599.6666666666666,2013,6,66,2017-04-01,20.0,1,1
113656,0,0,0.0,0,,,0.0,0.0,2013,4,68,,,1,0
113679,52,66901,66901.0,341,12.0,4.333333333333333,0.005097083750616582,1286.5576923076924,2014,1,59,2018-12-01,0.0,0,0
113694,53,88235,88235.0,2774,12.0,4.416666666666667,0.03143877146257154,1664.811320754717,2014,9,51,2018-12-01,0.0,0,0
113755,18,19113,19113.0,460,7.0,2.5714285714285716,0.024067388688327317,1061.8333333333333,2013,3,69,2018-11-01,1.0,0,0
113779,37,45219,45219.0,521,11.0,3.3636363636363638,0.011521705477785886,1222.1351351351352,2014,3,57,2018-12-01,0.0,0,0
113804,25,32637,32637.0,1341,8.0,3.125,0.041088335324937955,1305.48,2016,11,25,2018-12-01,0.0,0,0
113831,57,72210,72210.0,470,11.0,5.181818181818182,0.0065087937958731475,1266.842105263158,2016,2,34,2018-11-01,1.0,0,0
113839,30,49824,49824.0,857,8.0,3.75,0.01720054592164419,1660.8,2015,9,39,2018-12-01,0.0,0,0
113861,26,34699,34699.0,727,8.0,3.25,0.0209516124383988,1334.576923076923,2017,6,18,2018-12-01,0.0,0,0
113864,16,17202,17202.0,521,6.0,2.6666666666666665,0.030287175909777933,1075.125,2017,11,13,2018-12-01,0.0,0,0
113874,42,78775,118162.5,0,6.0,7.0,0.0,1875.595238095238,2018,2,10,2018-12-01,0.0,0,0
113877,45,81297,81297.0,787,9.0,5.0,0.009680554017983444,1806.6,2013,12,60,2018-12-01,0.0,0,0
113904,44,48694,48694.0,958,11.0,4.0,0.01967388179241796,1106.6818181818182,2015,6,42,2018-12-01,0.0,0,0
113919,35,61012,61012.0,1189,9.0,3.888888888888889,0.019487969579754804,1743.2,2015,12,36,2018-12-01,0.0,0,0
114018,33,48336,48336.0,480,9.0,3.6666666666666665,0.009930486593843098,1464.7272727272727,2013,6,66,2018-12-01,0.0,0,0
114021,46,69349,69349.0,671,10.0,4.6,0.009675698279715641,1507.5869565217392,2014,9,51,2018-11-01,1.0,0,0
114131,49,84772,127158.0,440,6.0,8.166666666666666,0.0034602620362069237,1730.0408163265306,2018,4,8,2018-12-01,0.0,0,0
114214,16,20894,20894.0,0,6.0,2.6666666666666665,0.0,1305.875,2017,5,19,2018-04-01,8.0,1,1
114219,35,49604,49604.0,914,11.0,3.1818181818181817,0.018425933392468348,1417.2571428571428,2012,7,77,2018-12-01,0.0,0,0
114242,38,53004,53004.0,953,9.0,4.222222222222222,0.017979775111312355,1394.842105263158,2016,7,29,2018-12-01,0.0,0,0
114307,33,46919,46919.0,733,11.0,3.0,0.015622668854834928,1421.7878787878788,2013,3,69,2018-10-01,2.0,0,0
114399,4,4809,4809.0,0,2.0,2.0,0.0,1202.25,2018,6,6,2018-12-01,0.0,0,0
114414,57,98309,98309.0,353,12.0,4.75,0.0035907190592926385,1724.719298245614,2012,11,73,2018-12-01,0.0,0,0
114493,32,52349,52349.0,677,9.0,3.5555555555555554,0.012932434239431507,1635.90625,2016,4,32,2018-10-01,2.0,0,0
114553,41,61201,61201.0,885,11.0,3.727272727272727,0.014460548030260943,1492.7073170731708,2012,6,78,2018-12-01,0.0,0,0
114638,51,63893,63893.0,495,10.0,5.1,0.007747327563269841,1252.8039215686274,2012,12,72,2018-12-01,0.0,0,0
114700,16,18282,18282.0,0,5.0,3.2,0.0,1142.625,2017,12,12,2018-12-01,0.0,0,0
114743,15,22328,22328.0,527,7.0,2.142857142857143,0.023602651379433896,1488.5333333333333,2017,7,17,2018-11-01,1.0,0,0
114835,30,42008,42008.0,0,10.0,3.0,0.0,1400.2666666666667,2017,7,17,2018-12-01,0.0,0,0
114857,38,52595,52595.0,533,11.0,3.4545454545454546,0.010134043159996197,1384.078947368421,2017,3,21,2018-12-01,0.0,0,0
114903,36,53090,53090.0,457,12.0,3.0,0.008608024110001883,1474.7222222222222,2013,10,62,2018-10-01,2.0,0,0
114924,13,22222,22222.0,0,6.0,2.1666666666666665,0.0,1709.3846153846155,2017,11,13,2018-06-01,6.0,1,1
114927,31,40489,40489.0,1232,8.0,3.875,0.030428017486230828,1306.0967741935483,2017,4,20,2018-12-01,0.0,0,0
114983,27,44033,44033.0,0,7.0,3.857142857142857,0.0,1630.851851851852,2013,10,62,2018-12-01,0.0,0,0
115198,0,0,0.0,0,,,0.0,0.0,2012,9,75,,,0,0
115322,48,76273,76273.0,1320,11.0,4.363636363636363,0.01730625516237725,1589.0208333333333,2013,11,61,2018-12-01,0.0,0,0
115354,52,79226,79226.0,1546,10.0,5.2,0.019513795976068463,1523.576923076923,2012,8,76,2018-12-01,0.0,0,0
115405,35,67404,67404.0,1636,9.0,3.888888888888889,0.02427155658417898,1925.8285714285714,2015,7,41,2018-09-01,3.0,0,0
115427,46,61723,61723.0,1028,11.0,4.181818181818182,0.016655055651863974,1341.804347826087,2016,11,25,2018-11-01,1.0,0,0
115505,26,59434,89151.0,0,3.0,8.666666666666666,0.0,2285.923076923077,2018,4,8,2018-11-01,1.0,0,0
115529,34,47356,47356.0,401,11.0,3.090909090909091,0.008467775994594138,1392.8235294117646,2014,11,49,2018-11-01,1.0,0,0
115633,43,63347,63347.0,368,11.0,3.909090909090909,0.005809272735883309,1473.1860465116279,2012,10,74,2018-12-01,0.0,0,0
115705,40,59658,59658.0,983,11.0,3.6363636363636362,0.016477253679305373,1491.45,2013,3,69,2018-11-01,1.0,0,0
115749,9,12514,12514.0,0,4.0,2.25,0.0,1390.4444444444443,2018,6,6,2018-12-01,0.0,0,0
115805,46,63394,63394.0,1668,10.0,4.6,0.02631163832539357,1378.1304347826087,2014,11,49,2018-12-01,0.0,0,0
115852,38,62941,62941.0,0,10.0,3.8,0.0,1656.342105263158,2017,4,20,2018-12-01,0.0,0,0
116016,43,66457,66457.0,1116,12.0,3.5833333333333335,0.01679281339813714,1545.5116279069769,2013,9,63,2018-12-01,0.0,0,0
116045,49,79559,79559.0,373,12.0,4.083333333333333,0.004688344499051019,1623.6530612244899,2014,5,55,2018-12-01,0.0,0,0
116164,9,15501,15501.0,1516,5.0,1.8,0.09780014192632733,1722.3333333333333,2017,11,13,2018-07-01,5.0,0,0
116207,14,25324,25324.0,0,5.0,2.8,0.0,1808.857142857143,2017,1,23,2017-07-01,17.0,1,1
116238,15,23059,23059.0,861,4.0,3.75,0.037338999956632986,1537.2666666666667,2018,7,5,2018-12-01,0.0,0,0
116288,33,47604,47604.0,1051,10.0,3.3,0.022077976640618436,1442.5454545454545,2017,7,17,2018-11-01,1.0,0,0
116332,48,72114,72114.0,895,10.0,4.8,0.012410904956041822,1502.375,2012,6,78,2018-12-01,0.0,0,0
116372,35,45847,45847.0,663,9.0,3.888888888888889,0.014461142495692194,1309.9142857142858,2015,4,44,2018-12-01,0.0,0,0
116562,11,15412,15412.0,531,3.0,3.6666666666666665,0.03445367246301583,1401.090909090909,2018,6,6,2018-12-01,0.0,0,0
116703,25,38896,38896.0,1530,9.0,2.7777777777777777,0.039335664335664336,1555.84,2014,5,55,2018-09-01,3.0,0,0
116732,22,39329,39329.0,670,10.0,2.2,0.017035775127768313,1787.6818181818182,2017,12,12,2018-12-01,0.0,0,0
116735,42,54211,54211.0,1371,11.0,3.8181818181818183,0.025290070280939294,1290.7380952380952,2015,11,37,2018-12-01,0.0,0,0
116895,38,44670,67005.0,497,4.0,9.5,0.00741735691366316,1175.5263157894738,2018,4,8,2018-11-01,1.0,0,0
116897,10,18542,18542.0,1238,3.0,3.3333333333333335,0.06676733901413008,1854.2,2018,8,4,2018-12-01,0.0,0,0
116932,39,57913,57913.0,1713,8.0,4.875,0.02957885103517345,1484.948717948718,2016,8,28,2018-12-01,0.0,0,0
116948,14,18662,18662.0,1469,8.0,1.75,0.07871610759832816,1333.0,2017,9,15,2018-11-01,1.0,0,0
116999,40,62784,62784.0,0,11.0,3.6363636363636362,0.0,1569.6,2014,12,48,2018-12-01,0.0,0,0
117033,35,42469,42469.0,953,9.0,3.888888888888889,0.02243989733688102,1213.4,2014,9,51,2018-11-01,1.0,0,0
117053,36,67867,67867.0,1019,11.0,3.272727272727273,0.015014661028187484,1885.1944444444443,2014,10,50,2018-10-01,2.0,0,0
117169,40,57471,57471.0,471,11.0,3.6363636363636362,0.008195437699013415,1436.775,2013,11,61,2018-12-01,0.0,0,0
117219,46,80346,80346.0,1575,11.0,4.181818181818182,0.019602718243596447,1746.6521739130435,2014,10,50,2018-12-01,0.0,0,0
117240,19,28749,28749.0,0,8.0,2.375,0.0,1513.1052631578948,2017,12,12,2018-12-01,0.0,0,0
117333,62,81641,81641.0,1708,11.0,5.636363636363637,0.020920860841978906,1316.7903225806451,2012,12,72,2018-12-01,0.0,0,0
117342,42,49782,49782.0,929,10.0,4.2,0.018661363545056445,1185.2857142857142,2016,7,29,2018-12-01,0.0,0,0
117351,0,0,0.0,0,,,0.0,0.0,2012,10,74,,,0,0
117358,3,4368,4368.0,0,1.0,3.0,0.0,1456.0,2018,11,1,2018-12-01,0.0,0,0
117408,44,73206,73206.0,0,12.0,3.6666666666666665,0.0,1663.7727272727273,2016,1,35,2018-11-01,1.0,0,0
117456,51,77607,77607.0,944,11.0,4.636363636363637,0.012163851198989781,1521.7058823529412,2015,12,36,2018-12-01,0.0,0,0
117460,34,48495,48495.0,1412,11.0,3.090909090909091,0.029116403752964225,1426.3235294117646,2014,12,48,2018-12-01,0.0,0,0
117482,78,84355,126532.5,511,8.0,9.75,0.0040384881354592695,1081.474358974359,2018,2,10,2018-12-01,0.0,0,0
117618,29,39486,39486.0,1192,11.0,2.6363636363636362,0.030187914703945704,1361.5862068965516,2012,7,77,2018-10-01,2.0,0,0
117725,0,0,0.0,0,,,0.0,0.0,2013,7,65,,,1,0
117782,46,76507,76507.0,1268,11.0,4.181818181818182,0.016573646855843255,1663.195652173913,2014,12,48,2018-12-01,0.0,0,0
117832,0,0,0.0,0,,,0.0,0.0,2015,7,41,,,1,0
117910,33,44863,44863.0,0,9.0,3.6666666666666665,0.0,1359.4848484848485,2015,4,44,2018-12-01,0.0,0,0
117915,77,134908,202362.0,0,7.0,11.0,0.0,1752.051948051948,2018,3,9,2018-11-01,1.0,0,0
117932,25,42732,42732.0,572,9.0,2.7777777777777777,0.013385753065618271,1709.28,2014,11,49,2018-12-01,0.0,0,0
117939,8,9058,9058.0,0,4.0,2.0,0.0,1132.25,2013,11,61,2017-04-01,20.0,1,1
117975,1,1030,1030.0,0,1.0,1.0,0.0,1030.0,2016,11,25,2017-02-01,22.0,1,1
118076,38,60263,60263.0,1704,10.0,3.8,0.028276056618488955,1585.8684210526317,2015,6,42,2018-12-01,0.0,0,0
118298,0,0,0.0,0,,,0.0,0.0,2014,5,55,,,1,0
118320,40,60927,60927.0,1437,11.0,3.6363636363636362,0.023585602442266974,1523.175,2014,8,52,2018-11-01,1.0,0,0
118332,33,54604,54604.0,782,11.0,3.0,0.014321295143212951,1654.6666666666667,2015,10,38,2018-10-01,2.0,0,0
118355,21,25446,25446.0,515,8.0,2.625,0.02023893735754146,1211.7142857142858,2017,8,16,2018-11-01,1.0,0,0
118365,30,48598,48598.0,934,9.0,3.3333333333333335,0.0192188978970328,1619.9333333333334,2012,10,74,2018-12-01,0.0,0,0
118376,8,10291,10291.0,487,2.0,4.0,0.04732290350791954,1286.375,2017,12,12,2018-06-01,6.0,1,1
118379,27,38304,38304.0,0,7.0,3.857142857142857,0.0,1418.6666666666667,2014,3,57,2018-10-01,2.0,0,0
118418,79,103492,155238.0,355,7.0,11.285714285714286,0.0022868112189025885,1310.0253164556962,2018,3,9,2018-12-01,0.0,0,0
118511,4,5384,5384.0,0,2.0,2.0,0.0,1346.0,2014,4,56,2017-02-01,22.0,1,1
118514,8,16759,16759.0,0,2.0,4.0,0.0,2094.875,2018,10,2,2018-12-01,0.0,0,0
118612,21,30075,30075.0,0,7.0,3.0,0.0,1432.142857142857,2017,9,15,2018-12-01,0.0,0,0
118628,47,82624,82624.0,412,10.0,4.7,0.004986444616576297,1757.9574468085107,2016,9,27,2018-12-01,0.0,0,0
118632,48,84784,84784.0,463,11.0,4.363636363636363,0.0054609360256652195,1766.3333333333333,2016,10,26,2018-12-01,0.0,0,0
118675,40,59391,59391.0,0,11.0,3.6363636363636362,0.0,1484.775,2016,12,24,2018-10-01,2.0,0,0
118688,0,0,0.0,0,,,0.0,0.0,2013,8,64,,,1,0
118729,9,11777,11777.0,0,6.0,1.5,0.0,1308.5555555555557,2017,9,15,2018-05-01,7.0,1,1
118864,38,52921,52921.0,0,10.0,3.8,0.0,1392.657894736842,2016,8,28,2018-11-01,1.0,0,0
119009,33,52761,52761.0,0,9.0,3.6666666666666665,0.0,1598.8181818181818,2012,6,78,2018-10-01,2.0,0,0
119015,14,24228,24228.0,0,5.0,2.8,0.0,1730.5714285714287,2018,5,7,2018-11-01,1.0,0,0
119135,44,62976,62976.0,1664,10.0,4.4,0.026422764227642278,1431.2727272727273,2013,1,71,2018-12-01,0.0,0,0
119198,41,42847,64270.5,0,6.0,6.833333333333333,0.0,1045.0487804878048,2018,4,8,2018-12-01,0.0,0,0
119200,31,44595,44595.0,1004,10.0,3.1,0.022513734723623724,1438.5483870967741,2017,5,19,2018-11-01,1.0,0,0
119408,4,4900,4900.0,0,1.0,4.0,0.0,1225.0,2018,11,1,2018-12-01,0.0,0,0
119460,28,37174,37174.0,696,10.0,2.8,0.0187227632216065,1327.642857142857,2016,1,35,2018-12-01,0.0,0,0
119488,33,38383,38383.0,0,8.0,4.125,0.0,1163.121212121212,2017,6,18,2018-12-01,0.0,0,0
119519,32,56036,56036.0,1444,12.0,2.6666666666666665,0.025769148404597046,1751.125,2013,7,65,2018-12-01,0.0,0,0
119633,32,44471,44471.0,753,9.0,3.5555555555555554,0.016932382901216524,1389.71875,2014,3,57,2018-12-01,0.0,0,0
119634,60,103649,155473.5,0,8.0,7.5,0.0,1727.4833333333333,2018,3,9,2018-11-01,1.0,0,0
119638,53,67196,100794.0,0,4.0,13.25,0.0,1267.8490566037735,2018,2,10,2018-08-01,4.0,0,0
119690,0,0,0.0,0,,,0.0,0.0,2018,7,5,,,0,0
119731,42,70209,70209.0,2071,11.0,3.8181818181818183,0.029497642752353687,1671.642857142857,2014,12,48,2018-10-01,2.0,0,0
119837,37,60609,60609.0,1813,10.0,3.7,0.02991304921711297,1638.081081081081,2014,12,48,2018-12-01,0.0,0,0
119845,40,41995,41995.0,336,10.0,4.0,0.008000952494344566,1049.875,2014,2,58,2018-11-01,1.0,0,0
119917,0,0,0.0,0,,,0.0,0.0,2014,5,55,,,1,0
119997,49,71163,71163.0,1221,11.0,4.454545454545454,0.017157792673158805,1452.3061224489795,2017,1,23,2018-12-01,0.0,0,0
120046,18,26202,26202.0,1339,7.0,2.5714285714285716,0.05110296923898939,1455.6666666666667,2017,7,17,2018-12-01,0.0,0,0
120126,26,45865,45865.0,1010,10.0,2.6,0.022021149024310478,1764.0384615384614,2017,8,16,2018-12-01,0.0,0,0
120140,39,60028,60028.0,1044,11.0,3.5454545454545454,0.0173918837875658,1539.179487179487,2015,3,45,2018-12-01,0.0,0,0
120164,48,64048,64048.0,1095,11.0,4.363636363636363,0.01709655258556083,1334.3333333333333,2014,9,51,2018-10-01,2.0,0,0
120192,39,55642,55642.0,1266,11.0,3.5454545454545454,0.02275259695913159,1426.7179487179487,2013,3,69,2018-11-01,1.0,0,0
120206,0,0,0.0,0,,,0.0,0.0,2014,6,54,,,1,0
120393,38,57003,57003.0,1545,9.0,4.222222222222222,0.027103836640176834,1500.078947368421,2016,3,33,2018-12-01,0.0,0,0
120434,23,29858,29858.0,1135,7.0,3.2857142857142856,0.03801326277714515,1298.1739130434783,2017,5,19,2018-12-01,0.0,0,0
120554,30,51751,51751.0,1733,10.0,3.0,0.033487275608200806,1725.0333333333333,2013,11,61,2018-12-01,0.0,0,0
120583,41,63078,63078.0,1302,12.0,3.4166666666666665,0.020641111005421858,1538.4878048780488,2012,8,76,2018-12-01,0.0,0,0
120594,50,75531,75531.0,1609,11.0,4.545454545454546,0.02130251155154837,1510.62,2016,5,31,2018-09-01,3.0,0,0
120613,29,45828,45828.0,1552,9.0,3.2222222222222223,0.033865758924674874,1580.2758620689656,2018,12,0,2018-12-01,0.0,0,0
120635,0,0,0.0,0,,,0.0,0.0,2015,12,36,,,1,0
120799,22,28399,28399.0,914,9.0,2.4444444444444446,0.032184231839149265,1290.8636363636363,2017,10,14,2018-12-01,0.0,0,0
120868,36,57393,57393.0,930,10.0,3.6,0.016204066698029377,1594.25,2017,1,23,2018-12-01,0.0,0,0
121068,39,50529,50529.0,2050,10.0,3.9,0.040570761344970216,1295.6153846153845,2018,12,0,2018-12-01,0.0,0,0
121095,40,58553,58553.0,514,11.0,3.6363636363636362,0.008778371731593598,1463.825,2014,3,57,2018-12-01,0.0,0,0
121139,35,51947,51947.0,1262,11.0,3.1818181818181817,0.024293991953337056,1484.2,2016,6,30,2018-10-01,2.0,0,0
121183,55,79828,79828.0,0,11.0,5.0,0.0,1451.418181818182,2014,5,55,2018-12-01,0.0,0,0
121236,7,10757,10757.0,1027,4.0,1.75,0.09547271544110812,1536.7142857142858,2017,3,21,2017-11-01,13.0,1,1
121351,11,14671,22006.5,0,3.0,3.6666666666666665,0.0,1333.7272727272727,2018,3,9,2018-05-01,7.0,1,1
121410,60,93487,93487.0,1915,12.0,5.0,0.020484131483521774,1558.1166666666666,2014,4,56,2018-12-01,0.0,0,0
121469,0,0,0.0,0,,,0.0,0.0,2013,10,62,,,1,0
121605,54,83847,83847.0,414,12.0,4.5,0.004937564850262979,1552.7222222222222,2014,1,59,2018-12-01,0.0,0,0
121710,44,59199,59199.0,1238,10.0,4.4,0.020912515414111724,1345.4318181818182,2014,2,58,2018-11-01,1.0,0,0
121737,26,42546,42546.0,735,7.0,3.7142857142857144,0.017275419545903257,1636.3846153846155,2016,11,25,2018-11-01,1.0,0,0
121751,9,11918,11918.0,392,4.0,2.25,0.03289142473569391,1324.2222222222222,2018,7,5,2018-12-01,0.0,0,0
121856,18,23850,23850.0,0,8.0,2.25,0.0,1325.0,2017,4,20,2018-12-01,0.0,0,0
121919,24,36131,36131.0,1007,10.0,2.4,0.027870803465168414,1505.4583333333333,2017,10,14,2018-12-01,0.0,0,0
121930,3,3672,3672.0,0,1.0,3.0,0.0,1224.0,2018,10,2,2018-11-01,1.0,0,0
121935,25,31699,31699.0,411,9.0,2.7777777777777777,0.01296570869743525,1267.96,2015,10,38,2018-12-01,0.0,0,0
121999,0,0,0.0,0,,,0.0,0.0,2016,4,32,,,1,0
122009,17,27883,27883.0,775,7.0,2.4285714285714284,0.0277947136247893,1640.1764705882354,2012,11,73,2018-12-01,0.0,0,0
122020,50,72853,72853.0,3969,12.0,4.166666666666667,0.05447956844604889,1457.06,2015,9,39,2018-12-01,0.0,0,0
122049,39,60575,60575.0,757,10.0,3.9,0.012496904663640115,1553.2051282051282,2012,7,77,2018-12-01,0.0,0,0
122094,26,30818,30818.0,1251,8.0,3.25,0.04059315984165098,1185.3076923076924,2014,10,50,2018-12-01,0.0,0,0
122166,36,55983,55983.0,875,9.0,4.0,0.015629744743940126,1555.0833333333333,2016,8,28,2018-12-01,0.0,0,0
122173,0,0,0.0,0,,,0.0,0.0,2012,10,74,,,0,0
122206,0,0,0.0,0,,,0.0,0.0,2014,10,50,,,1,0
122283,28,50647,50647.0,1558,8.0,3.5,0.03076194049005864,1808.8214285714287,2015,5,43,2018-09-01,3.0,0,0
122357,28,44436,44436.0,0,9.0,3.111111111111111,0.0,1587.0,2013,5,67,2018-12-01,0.0,0,0
122456,38,64912,64912.0,777,10.0,3.8,0.011970051762385999,1708.2105263157894,2017,2,22,2018-12-01,0.0,0,0
122517,4,6476,6476.0,0,1.0,4.0,0.0,1619.0,2016,7,29,2017-03-01,21.0,1,1
122519,41,91692,137538.0,733,6.0,6.833333333333333,0.005329436228533205,2236.390243902439,2018,3,9,2018-10-01,2.0,0,0
122545,27,37557,37557.0,921,11.0,2.4545454545454546,0.024522725457304898,1391.0,2017,6,18,2018-12-01,0.0,0,0
122561,13,20844,20844.0,0,4.0,3.25,0.0,1603.3846153846155,2018,6,6,2018-12-01,0.0,0,0
122577,33,48523,48523.0,585,10.0,3.3,0.012056138326154608,1470.3939393939395,2014,11,49,2018-12-01,0.0,0,0
122685,33,53257,53257.0,795,9.0,3.6666666666666665,0.014927615149182267,1613.8484848484848,2016,10,26,2018-12-01,0.0,0,0
122797,58,91964,137946.0,0,6.0,9.666666666666666,0.0,1585.5862068965516,2018,4,8,2018-11-01,1.0,0,0
122858,9,12097,12097.0,350,5.0,1.8,0.028932793254525916,1344.111111111111,2018,5,7,2018-12-01,0.0,0,0
122890,41,63795,63795.0,457,10.0,4.1,0.007163570812759621,1555.9756097560976,2015,2,46,2018-12-01,0.0,0,0
122946,28,36462,36462.0,0,9.0,3.111111111111111,0.0,1302.2142857142858,2017,1,23,2018-08-01,4.0,0,0
122958,59,89490,89490.0,1631,12.0,4.916666666666667,0.018225500055872163,1516.7796610169491,2016,6,30,2018-12-01,0.0,0,0
123060,51,92298,92298.0,423,12.0,4.25,0.004582981213027368,1809.764705882353,2018,12,0,2018-11-01,1.0,0,0
123083,48,68460,68460.0,770,10.0,4.8,0.011247443762781187,1426.25,2016,8,28,2018-12-01,0.0,0,0
123094,24,33723,33723.0,337,8.0,3.0,0.00999317972896836,1405.125,2018,1,11,2018-12-01,0.0,0,0
123115,29,27967,27967.0,2398,10.0,2.9,0.08574391246826617,964.3793103448276,2012,8,76,2018-12-01,0.0,0,0
123151,0,0,0.0,0,,,0.0,0.0,2014,6,54,,,1,0
123164,38,50607,50607.0,467,10.0,3.8,0.009227972414883316,1331.7631578947369,2015,9,39,2018-12-01,0.0,0,0
123344,32,46876,46876.0,2578,10.0,3.2,0.05499616008191825,1464.875,2016,10,26,2018-12-01,0.0,0,0
123393,32,50142,50142.0,0,11.0,2.909090909090909,0.0,1566.9375,2013,9,63,2018-12-01,0.0,0,0
123420,43,55878,55878.0,1172,12.0,3.5833333333333335,0.02097426536382834,1299.4883720930231,2015,4,44,2018-12-01,0.0,0,0
123525,45,69081,69081.0,466,10.0,4.5,0.0067457043181193095,1535.1333333333334,2015,1,47,2018-12-01,0.0,0,0
123538,0,0,0.0,0,,,0.0,0.0,2016,1,35,,,1,0
123586,30,41264,41264.0,1199,9.0,3.3333333333333335,0.029056804963164016,1375.4666666666667,2014,11,49,2018-09-01,3.0,1,0
123667,24,29612,29612.0,982,9.0,2.6666666666666665,0.03316223152775902,1233.8333333333333,2013,7,65,2018-12-01,0.0,0,0
123668,56,82828,82828.0,1597,10.0,5.6,0.019280919495822668,1479.0714285714287,2014,9,51,2018-12-01,0.0,0,0
123697,39,46301,46301.0,0,8.0,4.875,0.0,1187.2051282051282,2014,6,54,2018-10-01,2.0,0,0
123702,34,41533,41533.0,910,8.0,4.25,0.02191028820456023,1221.5588235294117,2013,1,71,2018-12-01,0.0,0,0
123727,21,35043,35043.0,531,6.0,3.5,0.015152812259224381,1668.7142857142858,2018,5,7,2018-12-01,0.0,0,0
123773,39,53098,53098.0,363,11.0,3.5454545454545454,0.006836415684206561,1361.4871794871794,2012,11,73,2018-11-01,1.0,0,0
123780,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
123784,0,0,0.0,0,,,0.0,0.0,2012,8,76,,,0,0
123830,3,6805,6805.0,910,2.0,1.5,0.1337252020573108,2268.3333333333335,2012,10,74,2017-02-01,22.0,0,1
123908,22,39080,39080.0,668,8.0,2.75,0.017093142272262028,1776.3636363636363,2012,11,73,2018-08-01,4.0,0,0
123928,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
123944,23,38429,38429.0,320,9.0,2.5555555555555554,0.00832704467979911,1670.8260869565217,2017,10,14,2018-11-01,1.0,0,0
